query,context,relevance
Find a writing prompt about about,"<Memoir> </Memoir> <Loss> </Loss> <Saying Goodbye </Saying Goodbye> prompt Write about the experience of saying goodbye to a person, a place, or a phase of your life.",1.0
Find a Fantasy writing prompt,"<Memoir> </Memoir> <Loss> </Loss> <Saying Goodbye </Saying Goodbye> prompt Write about the experience of saying goodbye to a person, a place, or a phase of your life.",0.0
Find a writing prompt about experience and describe and sounds,<Travel Writing> </Travel Writing> <Sensory Detail> </Sensory Detail> <The Sounds of a Foreign Market </The Sounds of a Foreign Market> prompt Describe the cacophony of sounds you'd experience in a bustling foreign market.,1.0
Find a Fantasy writing prompt,<Travel Writing> </Travel Writing> <Sensory Detail> </Sensory Detail> <The Sounds of a Foreign Market </The Sounds of a Foreign Market> prompt Describe the cacophony of sounds you'd experience in a bustling foreign market.,0.0
Find a writing prompt about describe,<Nature Writing> </Nature Writing> <Cycles> </Cycles> <The Life Cycle of a Fallen Leaf </The Life Cycle of a Fallen Leaf> prompt Observe a fallen leaf over time (or imagine its journey) and describe its process of decay and return to the earth.,1.0
Find a Fantasy writing prompt,<Nature Writing> </Nature Writing> <Cycles> </Cycles> <The Life Cycle of a Fallen Leaf </The Life Cycle of a Fallen Leaf> prompt Observe a fallen leaf over time (or imagine its journey) and describe its process of decay and return to the earth.,0.0
Find a writing prompt about write and components,<Food Writing> </Food Writing> <Simplicity> </Simplicity> <The Perfect Sandwich </The Perfect Sandwich> prompt Write an ode to the simple perfection of your favorite sandwich. What are its components and why do they work so well together?,1.0
Find a Fantasy writing prompt,<Food Writing> </Food Writing> <Simplicity> </Simplicity> <The Perfect Sandwich </The Perfect Sandwich> prompt Write an ode to the simple perfection of your favorite sandwich. What are its components and why do they work so well together?,0.0
Find a writing prompt about unusual and often,<Profile> </Profile> <Occupation> </Occupation> <A Day in the Life of a [Unusual Job] </A Day in the Life of a [Unusual Job]> prompt Shadow (or imagine) someone with an unusual or often overlooked job for a day and describe their experiences.,1.0
Find a Fantasy writing prompt,<Profile> </Profile> <Occupation> </Occupation> <A Day in the Life of a [Unusual Job] </A Day in the Life of a [Unusual Job]> prompt Shadow (or imagine) someone with an unusual or often overlooked job for a day and describe their experiences.,0.0
Find a writing prompt about holiday and contrast and celebrate,<Cultural Commentary> </Cultural Commentary> <Celebrations> </Celebrations> <How We Celebrate (or Don't) </How We Celebrate (or Don't)> prompt Compare and contrast how different cultures (or even different families) celebrate a common holiday or life event.,1.0
Find a Fantasy writing prompt,<Cultural Commentary> </Cultural Commentary> <Celebrations> </Celebrations> <How We Celebrate (or Don't) </How We Celebrate (or Don't)> prompt Compare and contrast how different cultures (or even different families) celebrate a common holiday or life event.,0.0
Find a writing prompt about photograph,"<Historical Reflection> </Historical Reflection> <Objects> </Objects> <An Old Photograph </An Old Photograph> prompt Find an old photograph (of family, or an unknown scene) and write about the story you imagine it tells.",1.0
Find a Fantasy writing prompt,"<Historical Reflection> </Historical Reflection> <Objects> </Objects> <An Old Photograph </An Old Photograph> prompt Find an old photograph (of family, or an unknown scene) and write about the story you imagine it tells.",0.0
Find a writing prompt about likely and tried and incident,<Humorous Essay> </Humorous Essay> <Animals> </Animals> <The Day I Tried to Reason with an Animal </The Day I Tried to Reason with an Animal> prompt Recount a funny incident where you tried (and likely failed) to reason with or outsmart an animal.,1.0
Find a Fantasy writing prompt,<Humorous Essay> </Humorous Essay> <Animals> </Animals> <The Day I Tried to Reason with an Animal </The Day I Tried to Reason with an Animal> prompt Recount a funny incident where you tried (and likely failed) to reason with or outsmart an animal.,0.0
Find a writing prompt about minutes and technique,<How-To / Skill Share> </How-To / Skill Share> <Mindfulness> </Mindfulness> <How to Find Five Minutes of Peace </How to Find Five Minutes of Peace> prompt Share your personal technique for finding just five minutes of peace and quiet in a busy day.,1.0
Find a Fantasy writing prompt,<How-To / Skill Share> </How-To / Skill Share> <Mindfulness> </Mindfulness> <How to Find Five Minutes of Peace </How to Find Five Minutes of Peace> prompt Share your personal technique for finding just five minutes of peace and quiet in a busy day.,0.0
Find a writing prompt about commute and observations and about,"<Observational Essay> </Observational Essay> <Commute> </Commute> <The Daily Commute Chronicles </The Daily Commute Chronicles> prompt Turn your daily commute into a series of observations about the people, scenery, or thoughts that pass by.",1.0
Find a Fantasy writing prompt,"<Observational Essay> </Observational Essay> <Commute> </Commute> <The Daily Commute Chronicles </The Daily Commute Chronicles> prompt Turn your daily commute into a series of observations about the people, scenery, or thoughts that pass by.",0.0
Find a writing prompt about creates,"<Reflective Essay> </Reflective Essay> <Belonging> </Belonging> <Where I Feel I Truly Belong </Where I Feel I Truly Belong> prompt Describe a place or group where you feel you truly belong, and explore what creates that feeling.",1.0
Find a Fantasy writing prompt,"<Reflective Essay> </Reflective Essay> <Belonging> </Belonging> <Where I Feel I Truly Belong </Where I Feel I Truly Belong> prompt Describe a place or group where you feel you truly belong, and explore what creates that feeling.",0.0
Find a writing prompt about specific,<Memoir> </Memoir> <Music> </Music> <The Song That Defines a Period of My Life </The Song That Defines a Period of My Life> prompt Write about a song that is inextricably linked to a specific period or event in your life. Why does it hold such power?,1.0
Find a Fantasy writing prompt,<Memoir> </Memoir> <Music> </Music> <The Song That Defines a Period of My Life </The Song That Defines a Period of My Life> prompt Write about a song that is inextricably linked to a specific period or event in your life. Why does it hold such power?,0.0
Find a writing prompt about focus and rather and train,"<Travel Writing> </Travel Writing> <Anticipation> </Anticipation> <The Journey, Not Just the Destination </The Journey, Not Just the Destination> prompt Focus on the experience of the journey itself (the flight, train ride, road trip) to a destination, rather than the destination itself.",1.0
Find a Fantasy writing prompt,"<Travel Writing> </Travel Writing> <Anticipation> </Anticipation> <The Journey, Not Just the Destination </The Journey, Not Just the Destination> prompt Focus on the experience of the journey itself (the flight, train ride, road trip) to a destination, rather than the destination itself.",0.0
Find a writing prompt about details and focusing,"<Nature Writing> </Nature Writing> <Weather> </Weather> <Ode to a Thunderstorm </Ode to a Thunderstorm> prompt Describe the experience of a thunderstorm from start to finish, focusing on the sensory details and emotions it evokes.",1.0
Find a Fantasy writing prompt,"<Nature Writing> </Nature Writing> <Weather> </Weather> <Ode to a Thunderstorm </Ode to a Thunderstorm> prompt Describe the experience of a thunderstorm from start to finish, focusing on the sensory details and emotions it evokes.",0.0
Find a writing prompt about memorable and cooking and learn,<Food Writing> </Food Writing> <Failure> </Failure> <My Most Memorable Cooking Disaster </My Most Memorable Cooking Disaster> prompt Write about your most spectacular and memorable cooking or baking disaster. What went wrong and what did you learn (besides what not to do)?,1.0
Find a Fantasy writing prompt,<Food Writing> </Food Writing> <Failure> </Failure> <My Most Memorable Cooking Disaster </My Most Memorable Cooking Disaster> prompt Write about your most spectacular and memorable cooking or baking disaster. What went wrong and what did you learn (besides what not to do)?,0.0
Find a writing prompt about routine and impact,"<Profile> </Profile> <Everyday People> </Everyday People> <The Barista Who Knows Your Order </The Barista Who Knows Your Order> prompt Write a short profile of someone you encounter regularly in your daily routine (barista, mail carrier, bus driver) and the small impact they have.",1.0
Find a Fantasy writing prompt,"<Profile> </Profile> <Everyday People> </Everyday People> <The Barista Who Knows Your Order </The Barista Who Knows Your Order> prompt Write a short profile of someone you encounter regularly in your daily routine (barista, mail carrier, bus driver) and the small impact they have.",0.0
Find a writing prompt about importance and reflect and world,<Cultural Commentary> </Cultural Commentary> <Silence> </Silence> <The Value of Silence in a Noisy World </The Value of Silence in a Noisy World> prompt Reflect on the role and importance of silence in a world that is increasingly filled with noise and distraction.,1.0
Find a Fantasy writing prompt,<Cultural Commentary> </Cultural Commentary> <Silence> </Silence> <The Value of Silence in a Noisy World </The Value of Silence in a Noisy World> prompt Reflect on the role and importance of silence in a world that is increasingly filled with noise and distraction.,0.0
Find a writing prompt about younger and would and could,"<Historical Reflection> </Historical Reflection> <Personal History> </Personal History> <If I Could Ask My Younger Self One Question </If I Could Ask My Younger Self One Question> prompt If you could go back and ask your younger self (e.g., at age 10, 16, or 21) one question, what would it be and why?",1.0
Find a Fantasy writing prompt,"<Historical Reflection> </Historical Reflection> <Personal History> </Personal History> <If I Could Ask My Younger Self One Question </If I Could Ask My Younger Self One Question> prompt If you could go back and ask your younger self (e.g., at age 10, 16, or 21) one question, what would it be and why?",0.0
Find a writing prompt about public,<Humorous Essay> </Humorous Essay> <Public Spaces> </Public Spaces> <Adventures in Public Transportation </Adventures in Public Transportation> prompt Share a funny or bizarre story from your experiences using public transportation.,1.0
Find a Fantasy writing prompt,<Humorous Essay> </Humorous Essay> <Public Spaces> </Public Spaces> <Adventures in Public Transportation </Adventures in Public Transportation> prompt Share a funny or bizarre story from your experiences using public transportation.,0.0
Find a writing prompt about describe and inexpensive,<Listicle> </Listicle> <Self-Care> </Listicle> <My Top 3 Ways to Practice Self-Care on a Budget> </My Top 3 Ways to Practice Self-Care on a Budget> prompt List and describe your top three inexpensive or free ways to practice self-care and recharge.,1.0
Find a Fantasy writing prompt,<Listicle> </Listicle> <Self-Care> </Listicle> <My Top 3 Ways to Practice Self-Care on a Budget> </My Top 3 Ways to Practice Self-Care on a Budget> prompt List and describe your top three inexpensive or free ways to practice self-care and recharge.,0.0
Find a writing prompt about could and stories,"<Observational Essay> </Observational Essay> <Objects> </Observational Essay> <The Secret Lives of Lost Gloves </The Secret Lives of Lost Gloves> prompt Notice and write about the phenomenon of single, lost gloves you see on the street. What stories could they tell?",1.0
Find a Fantasy writing prompt,"<Observational Essay> </Observational Essay> <Objects> </Observational Essay> <The Secret Lives of Lost Gloves </The Secret Lives of Lost Gloves> prompt Notice and write about the phenomenon of single, lost gloves you see on the street. What stories could they tell?",0.0
